"Participant","Group","Block","TrialNum","TrialNumByLL","LikelihoodSD","LLType","LLMean","LSD","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","Outlier"
115,"C",1,41,21,0.06,"Narrow",0.01505,0.083323,0.090766,0.004662,-0.002212,-0.011104,-0.00686,0.005499,"hit",-0.009552,"no"
115,"C",1,46,22,0.06,"Narrow",0.015098,0.097097,-0.021737,0.091449,0.044024,-0.017939,-0.020306,-0.00925,"miss",-0.024348,"no"
115,"C",1,48,23,0.06,"Narrow",0.020043,0.103913,0.086543,0.013294,0.041223,-0.056619,0.015775,0.024338,"hit",0.004294,"no"
115,"C",1,50,24,0.06,"Narrow",-0.022324,0.066174,0.017932,-0.058554,0.010097,-0.039775,-0.041322,-0.038662,"miss",-0.016338,"no"
115,"C",1,52,25,0.06,"Narrow",-0.027919,0.154319,-0.054048,0.021683,-0.022502,-0.161682,0.076953,-0.013052,"hit",0.014867,"no"
115,"C",1,53,26,0.06,"Narrow",-0.030677,0.034991,-0.036314,-0.024019,-0.061297,-0.019435,-0.012319,-0.029048,"hit",0.001629,"no"
115,"C",1,54,27,0.06,"Narrow",-0.013779,0.111892,-0.086543,0.046375,-0.030477,0.04233,-0.040581,-0.014466,"hit",-0.000686,"no"
115,"C",1,57,28,0.06,"Narrow",0.066706,0.105696,0.15448,0.074709,0.023408,0.02824,0.052693,0.061055,"hit",-0.005651,"no"
115,"C",1,64,29,0.06,"Narrow",0.009967,0.110517,0.090702,-0.03013,0.026089,0.049083,-0.085908,0.018788,"hit",0.008821,"no"
115,"C",1,65,30,0.06,"Narrow",-0.022492,0.0753,-0.082713,-0.024822,-0.015324,0.02173,-0.011333,-0.01119,"hit",0.011302,"no"
115,"C",1,66,31,0.06,"Narrow",0.012751,0.124525,0.078656,0.001274,0.069042,0.056401,-0.141616,0.05432,"miss",0.041569,"yes"
115,"C",1,67,32,0.06,"Narrow",0.025349,0.095127,0.091537,-0.024578,0.060095,-0.003785,0.003476,0.023387,"hit",-0.001962,"no"
115,"C",1,70,33,0.06,"Narrow",-0.027775,0.060179,0.00888,-0.015369,-0.072278,-0.039244,-0.020866,-0.034674,"hit",-0.006898,"no"
115,"C",1,72,34,0.06,"Narrow",0.007134,0.111139,-0.014144,0.097551,0.036378,-0.039861,-0.044252,0.018506,"hit",0.011371,"no"
115,"C",1,74,35,0.06,"Narrow",0.008248,0.16118,0.061517,-0.11197,0.098703,-0.014258,0.007245,0.008592,"hit",0.000344,"no"
115,"C",1,75,36,0.06,"Narrow",-0.015628,0.057249,-0.0211,-0.047864,-0.04927,0.005482,0.034611,-0.015858,"hit",-0.00023,"no"
115,"C",1,76,37,0.06,"Narrow",-0.008946,0.073101,-0.00224,0.057398,-0.0232,-0.019246,-0.057445,-0.019531,"hit",-0.010585,"no"
115,"C",1,77,38,0.06,"Narrow",-0.032251,0.104824,-0.052193,-0.085399,0.024642,-0.088854,0.04055,-0.039671,"hit",-0.00742,"no"
115,"C",1,79,39,0.06,"Narrow",-0.024899,0.141881,-0.080434,-0.087554,0.044419,0.064061,-0.064986,-0.050323,"miss",-0.025424,"no"
115,"C",1,80,40,0.06,"Narrow",-0.046413,0.079532,-0.100718,0.008539,-0.031634,-0.058015,-0.050239,-0.046429,"hit",-0.000016,"no"
123,"C",1,1,1,0.06,"Narrow",-0.018307,0.115984,0.005231,0.009102,-0.12015,0.023584,-0.009303,-0.010797,"hit",0.00751,"no"
123,"C",1,2,2,0.06,"Narrow",-0.035649,0.109683,-0.058538,0.029595,0.03234,-0.070113,-0.11153,-0.036322,"hit",-0.000673,"no"
123,"C",1,3,3,0.06,"Narrow",-0.031768,0.020524,-0.044882,-0.027061,-0.043309,-0.024391,-0.019199,-0.03408,"hit",-0.002312,"no"
123,"C",1,4,4,0.06,"Narrow",0.000053,0.078821,0.031348,-0.013927,-0.042627,0.054826,-0.029356,-0.003042,"hit",-0.003094,"no"
123,"C",1,9,5,0.06,"Narrow",0.011999,0.1046,0.07734,0.002557,0.015035,0.068791,-0.103726,-0.008109,"miss",-0.020109,"yes"
123,"C",1,12,6,0.06,"Narrow",-0.044615,0.08714,-0.001617,-0.117662,-0.050289,-0.047322,-0.006187,-0.040809,"hit",0.003806,"no"
123,"C",1,14,7,0.06,"Narrow",-0.001757,0.119449,-0.07667,-0.025891,-0.034493,0.07773,0.050539,-0.008141,"hit",-0.006384,"no"
123,"C",1,17,8,0.06,"Narrow",-0.000616,0.102737,0.048724,-0.032251,0.064325,-0.052203,-0.031675,-0.002402,"hit",-0.001786,"no"
123,"C",1,18,9,0.06,"Narrow",0.016739,0.072383,0.03886,0.019009,-0.035382,0.061009,0.000199,0.013345,"hit",-0.003394,"no"
123,"C",1,19,10,0.06,"Narrow",-0.000395,0.124375,-0.078887,0.043492,0.082684,-0.007257,-0.042008,0.002619,"hit",0.003014,"no"
123,"C",1,23,11,0.06,"Narrow",0.000195,0.123107,-0.036379,0.001403,0.019532,-0.100101,0.116523,0.007389,"hit",0.007194,"no"
123,"C",1,24,12,0.06,"Narrow",0.016957,0.083403,0.070815,0.005352,-0.041367,0.000836,0.049148,0.019815,"hit",0.002858,"no"
123,"C",1,25,13,0.06,"Narrow",-0.031673,0.080542,-0.044555,-0.095158,-0.051745,-0.00768,0.040773,-0.030054,"hit",0.001619,"no"
123,"C",1,26,14,0.06,"Narrow",0.00718,0.090966,-0.00026,0.08693,-0.01389,-0.029756,-0.007125,0.021064,"hit",0.013884,"no"
123,"C",1,27,15,0.06,"Narrow",0.046478,0.113073,0.022188,-0.015226,0.11767,-0.001757,0.109513,0.026851,"miss",-0.019626,"yes"
123,"C",1,28,16,0.06,"Narrow",-0.04748,0.094895,0.02631,-0.066369,-0.089796,-0.016757,-0.090786,-0.033935,"hit",0.013545,"no"
123,"C",1,35,17,0.06,"Narrow",0.010201,0.131203,0.059103,0.022946,0.105329,-0.044739,-0.091635,0.017489,"hit",0.007288,"no"
123,"C",1,37,18,0.06,"Narrow",-0.010551,0.11897,0.034487,0.023051,-0.09138,-0.069859,0.050945,-0.007005,"hit",0.003547,"no"
123,"C",1,38,19,0.06,"Narrow",0.065563,0.108941,0.040478,0.133586,0.028429,0.129062,-0.00374,0.057603,"hit",-0.00796,"no"
123,"C",1,39,20,0.06,"Narrow",-0.021511,0.119731,0.033071,0.025862,-0.110052,-0.055646,-0.00079,-0.006489,"miss",0.015023,"no"
123,"C",1,41,21,0.06,"Narrow",-0.052127,0.153983,-0.11664,-0.042699,0.064644,-0.12811,-0.037832,-0.053478,"hit",-0.001351,"no"
123,"C",1,43,22,0.06,"Narrow",-0.104054,0.109273,-0.186243,-0.04683,-0.067411,-0.127192,-0.092592,-0.100196,"hit",0.003858,"no"
123,"C",1,46,23,0.06,"Narrow",0.006755,0.086021,0.03286,0.060264,0.004481,0.037361,-0.10119,0.018134,"hit",0.011379,"no"
123,"C",1,48,24,0.06,"Narrow",0.039217,0.124436,0.019519,0.120116,0.016668,0.1102,-0.070416,0.027467,"hit",-0.01175,"no"
123,"C",1,55,25,0.06,"Narrow",0.025359,0.050025,0.03521,0.054642,0.045343,-0.005431,-0.002967,0.030978,"hit",0.005618,"no"
123,"C",1,56,26,0.06,"Narrow",0.015782,0.160276,0.108766,-0.113851,0.024148,0.023897,0.035954,0.011862,"hit",-0.003921,"no"
123,"C",1,57,27,0.06,"Narrow",0.01587,0.08084,0.072931,0.053706,-0.004468,-0.015098,-0.02772,0.012379,"hit",-0.003491,"no"
123,"C",1,59,28,0.06,"Narrow",-0.010786,0.076171,0.044161,-0.031122,-0.030796,-0.052962,0.016787,-0.012282,"hit",-0.001496,"no"
123,"C",1,61,29,0.06,"Narrow",-0.015165,0.097714,0.06968,-0.012146,-0.000965,-0.042229,-0.090163,-0.005131,"hit",0.010034,"no"
123,"C",1,62,30,0.06,"Narrow",0.010091,0.161872,-0.031989,0.092611,-0.052927,0.118719,-0.075958,0.00655,"hit",-0.003541,"no"
123,"C",1,63,31,0.06,"Narrow",0.006956,0.098589,0.04215,-0.063062,0.039545,0.052263,-0.036117,0.006853,"hit",-0.000103,"no"
123,"C",1,64,32,0.06,"Narrow",-0.014902,0.075283,-0.032673,-0.001045,0.048949,-0.043961,-0.04578,-0.009466,"hit",0.005436,"no"
123,"C",1,66,33,0.06,"Narrow",0.010317,0.120454,-0.090375,0.044105,0.038816,0.059196,-0.000157,0.027837,"miss",0.01752,"yes"
123,"C",1,67,34,0.06,"Narrow",0.067618,0.064501,0.043578,0.078392,0.028006,0.045476,0.142639,0.064932,"hit",-0.002686,"no"
123,"C",1,68,35,0.06,"Narrow",-0.030539,0.057007,-0.061342,-0.061544,0.003013,-0.031472,-0.001348,-0.034174,"hit",-0.003636,"no"
123,"C",1,70,36,0.06,"Narrow",-0.058913,0.083632,-0.070979,-0.086392,0.01287,-0.089575,-0.060489,-0.060501,"hit",-0.001587,"no"
123,"C",1,72,37,0.06,"Narrow",0.032561,0.114023,-0.052418,0.090843,0.045041,0.077232,0.002108,0.035807,"hit",0.003245,"no"
123,"C",1,73,38,0.06,"Narrow",0.029514,0.155955,-0.057804,-0.058433,0.088119,0.10023,0.075457,0.042461,"hit",0.012947,"no"
123,"C",1,78,39,0.06,"Narrow",0.02502,0.12901,0.045728,0.13172,-0.022093,-0.023547,-0.006706,-0.280605,"miss",-0.305625,"yes"
123,"C",1,80,40,0.06,"Narrow",-0.02156,0.143761,0.00028,-0.040499,-0.093036,0.097158,-0.071704,-0.022092,"hit",-0.000532,"no"
131,"C",1,1,1,0.06,"Narrow",-0.057993,0.098747,-0.133306,-0.011578,-0.027915,-0.029669,-0.087497,-0.070894,"hit",-0.012901,"no"
131,"C",1,2,2,0.06,"Narrow",-0.013326,0.070916,-0.00059,0.024327,0.026091,-0.01626,-0.100201,-0.030999,"miss",-0.017673,"yes"
131,"C",1,4,3,0.06,"Narrow",-0.053826,0.068027,-0.054523,-0.102881,-0.042406,-0.00825,-0.061072,-0.054319,"hit",-0.000493,"no"
131,"C",1,5,4,0.06,"Narrow",-0.046095,0.108001,0.024913,-0.113883,-0.06147,-0.081198,0.001163,-0.057445,"hit",-0.01135,"no"
131,"C",1,7,5,0.06,"Narrow",0.034115,0.117178,-0.002908,-0.012663,0.133205,0.046714,0.006228,0.037787,"hit",0.003672,"no"
131,"C",1,11,6,0.06,"Narrow",0.01224,0.063934,-0.001124,0.045004,-0.031126,-0.008891,0.057335,0.010017,"hit",-0.002223,"no"
131,"C",1,15,7,0.06,"Narrow",-0.044781,0.064964,-0.001229,-0.009079,-0.058948,-0.058568,-0.096084,-0.042893,"hit",0.001888,"no"
131,"C",1,16,8,0.06,"Narrow",0.028485,0.096538,-0.013568,-0.041787,0.036807,0.031838,0.129134,0.042326,"hit",0.013841,"no"
131,"C",1,17,9,0.06,"Narrow",-0.012633,0.089169,0.033341,0.04848,-0.031843,-0.042514,-0.070628,-0.013186,"hit",-0.000554,"no"
131,"C",1,18,10,0.06,"Narrow",0.044911,0.072206,0.090338,0.074552,0.059468,0.007947,-0.00775,0.05132,"hit",0.006409,"no"
131,"C",1,20,11,0.06,"Narrow",0.007325,0.085656,0.032499,-0.025896,-0.038822,0.066185,0.002657,0.018269,"hit",0.010944,"no"
131,"C",1,22,12,0.06,"Narrow",-0.007131,0.173622,-0.040149,-0.117994,0.089551,0.076986,-0.044047,-0.001151,"hit",0.005979,"no"
131,"C",1,23,13,0.06,"Narrow",-0.022011,0.104501,0.059922,-0.079215,-0.032098,-0.050088,-0.008577,-0.024542,"hit",-0.002531,"no"
131,"C",1,26,14,0.06,"Narrow",0.012309,0.082188,0.004198,-0.03936,0.075099,0.003966,0.01764,0.015822,"hit",0.003513,"no"
131,"C",1,27,15,0.06,"Narrow",-0.020695,0.089248,-0.012595,-0.052232,0.00121,0.051302,-0.091162,-0.004512,"miss",0.016183,"no"
131,"C",1,29,16,0.06,"Narrow",-0.025112,0.05899,0.008853,-0.071583,-0.017922,-0.033401,-0.011507,-0.014402,"hit",0.01071,"no"
131,"C",1,32,17,0.06,"Narrow",0.020747,0.047906,-0.009217,0.023526,-0.006304,0.039037,0.056695,0.02156,"hit",0.000813,"no"
131,"C",1,33,18,0.06,"Narrow",0.005182,0.095666,0.034205,-0.007776,0.048995,-0.073156,0.023644,0.004614,"hit",-0.000569,"no"
131,"C",1,34,19,0.06,"Narrow",0.001146,0.036892,0.002459,-0.024594,-0.012631,0.021902,0.018593,-0.001256,"hit",-0.002402,"no"
131,"C",1,39,20,0.06,"Narrow",0.066538,0.128179,0.15452,0.071426,-0.013815,0.022301,0.098256,0.077647,"hit",0.011109,"no"
131,"C",1,43,21,0.06,"Narrow",0.035584,0.124101,0.084417,0.071947,0.035819,-0.071987,0.057722,0.032137,"hit",-0.003447,"no"
131,"C",1,44,22,0.06,"Narrow",-0.025007,0.123538,-0.000307,0.05702,-0.100505,-0.071533,-0.009708,-0.028301,"hit",-0.003295,"no"
131,"C",1,45,23,0.06,"Narrow",0.007535,0.107563,-0.025328,-0.03056,0.066956,0.076061,-0.049455,0.003806,"hit",-0.003728,"no"
131,"C",1,51,24,0.06,"Narrow",-0.002368,0.098956,-0.065809,-0.038154,-0.006958,0.061387,0.037696,0.008963,"hit",0.01133,"no"
131,"C",1,55,25,0.06,"Narrow",-0.048396,0.103779,-0.006115,-0.136693,-0.028326,-0.020427,-0.050418,-0.056234,"hit",-0.007838,"no"
131,"C",1,56,26,0.06,"Narrow",-0.030216,0.104615,0.020582,-0.082175,-0.098288,-0.0088,0.0176,-0.024196,"hit",0.00602,"no"
131,"C",1,57,27,0.06,"Narrow",-0.048683,0.109172,-0.034523,-0.133412,0.018014,-0.039534,-0.053961,-0.059458,"hit",-0.010774,"no"
131,"C",1,59,28,0.06,"Narrow",0.011574,0.055766,0.008765,0.033616,0.04974,-0.019918,-0.014333,0.013381,"hit",0.001806,"no"
131,"C",1,61,29,0.06,"Narrow",0.009653,0.082781,0.022269,0.04457,-0.055556,0.043645,-0.006664,0.012825,"hit",0.003172,"no"
131,"C",1,63,30,0.06,"Narrow",0.023592,0.050893,0.067993,0.007747,0.03267,0.017303,-0.007754,0.015837,"hit",-0.007754,"no"
131,"C",1,64,31,0.06,"Narrow",0.079116,0.087927,0.051687,0.154092,0.058274,0.048789,0.082738,0.076833,"hit",-0.002283,"no"
131,"C",1,65,32,0.06,"Narrow",0.027308,0.128537,0.002332,0.06927,0.036753,-0.08346,0.111646,0.029107,"hit",0.001798,"no"
131,"C",1,66,33,0.06,"Narrow",0.023124,0.110326,0.059821,-0.049916,0.087541,-0.013256,0.031432,0.02344,"hit",0.000316,"no"
131,"C",1,68,34,0.06,"Narrow",0.070914,0.054386,0.100079,0.097879,0.048105,0.086837,0.021669,0.072708,"hit",0.001795,"no"
131,"C",1,71,35,0.06,"Narrow",0.029819,0.18665,-0.033472,0.175444,-0.001205,0.100239,-0.09191,0.031702,"hit",0.001883,"no"
131,"C",1,73,36,0.06,"Narrow",0.056794,0.083828,0.006948,0.012156,0.101992,0.070787,0.092085,0.059068,"hit",0.002274,"no"
131,"C",1,75,37,0.06,"Narrow",0.011258,0.061829,-0.016221,0.038816,-0.014683,0.051089,-0.00271,0.009162,"hit",-0.002096,"no"
131,"C",1,77,38,0.06,"Narrow",0.046288,0.06779,0.067264,0.059352,-0.001107,0.085868,0.020062,0.041563,"hit",-0.004725,"no"
131,"C",1,78,39,0.06,"Narrow",-0.019372,0.193047,0.080121,-0.107841,0.028098,-0.146323,0.049085,-0.002409,"miss",0.016964,"no"
131,"C",1,80,40,0.06,"Narrow",0.037771,0.06938,0.074607,0.031062,-0.014332,0.02025,0.077269,0.030821,"hit",-0.00695,"no"
147,"C",1,1,1,0.06,"Narrow",-0.025638,0.126376,0.062406,-0.094237,-0.032127,-0.08067,0.016436,-0.02507,"hit",0.000569,"no"
147,"C",1,2,2,0.06,"Narrow",0.004026,0.076135,0.050563,-0.047411,-0.020605,0.022708,0.014876,0.024152,"miss",0.020126,"no"
147,"C",1,7,3,0.06,"Narrow",-0.045714,0.050835,-0.016445,-0.023241,-0.036368,-0.075567,-0.076949,-0.040364,"hit",0.00535,"no"
147,"C",1,9,4,0.06,"Narrow",-0.006457,0.058494,0.021057,0.005529,0.028151,-0.034687,-0.052337,0.001104,"hit",0.007562,"no"
147,"C",1,12,5,0.06,"Narrow",-0.023642,0.058256,-0.031669,-0.054766,0.008926,-0.054465,0.013766,-0.029431,"hit",-0.005789,"no"
147,"C",1,13,6,0.06,"Narrow",0.025983,0.110339,-0.001697,-0.010666,-0.029923,0.106941,0.065259,0.019322,"hit",-0.006661,"no"
147,"C",1,15,7,0.06,"Narrow",-0.02038,0.151473,0.11327,-0.018751,-0.074517,-0.01082,-0.111083,-0.023565,"hit",-0.003184,"no"
147,"C",1,19,8,0.06,"Narrow",-0.007601,0.168006,0.029317,-0.084222,-0.080601,0.117401,-0.019898,0.012295,"miss",0.019896,"no"
147,"C",1,20,9,0.06,"Narrow",-0.023905,0.117921,0.085792,-0.048272,-0.040938,-0.044205,-0.071902,-0.030387,"hit",-0.006482,"no"
147,"C",1,21,10,0.06,"Narrow",-0.055558,0.163437,-0.035185,-0.157318,-0.091565,0.065445,-0.059168,-0.060518,"hit",-0.00496,"no"
147,"C",1,22,11,0.06,"Narrow",-0.018355,0.069822,-0.010972,-0.02271,0.042504,-0.046136,-0.054463,-0.004504,"hit",0.013851,"no"
147,"C",1,26,12,0.06,"Narrow",0.038854,0.174947,0.188908,0.009742,-0.038475,0.003557,0.030538,0.028431,"hit",-0.010423,"no"
147,"C",1,27,13,0.06,"Narrow",-0.021738,0.121496,0.050461,0.035503,-0.090026,-0.060211,-0.044417,-0.026403,"hit",-0.004665,"no"
147,"C",1,29,14,0.06,"Narrow",0.010144,0.076821,0.025381,0.025441,-0.024331,-0.047333,0.071564,0.023314,"hit",0.01317,"no"
147,"C",1,31,15,0.06,"Narrow",-0.027722,0.040436,-0.009062,-0.06142,-0.026364,-0.034455,-0.007312,-0.027833,"hit",-0.000111,"no"
147,"C",1,33,16,0.06,"Narrow",0.01268,0.071245,-0.00314,-0.027191,0.024842,-0.025167,0.094057,0.013447,"hit",0.000767,"no"
147,"C",1,34,17,0.06,"Narrow",-0.022151,0.086169,0.024093,0.017731,0.008603,-0.049338,-0.111843,-0.020156,"hit",0.001995,"no"
147,"C",1,35,18,0.06,"Narrow",0.021112,0.121585,0.111098,0.021473,-0.016965,-0.050589,0.040543,0.028942,"hit",0.00783,"no"
147,"C",1,36,19,0.06,"Narrow",-0.018706,0.076795,0.000811,-0.017245,-0.001815,-0.089159,0.01388,-0.018073,"hit",0.000632,"no"
147,"C",1,40,20,0.06,"Narrow",-0.041625,0.046438,-0.080431,-0.026325,-0.021595,-0.037718,-0.042057,-0.041831,"hit",-0.000205,"no"
147,"C",1,44,21,0.06,"Narrow",-0.036149,0.047271,-0.00226,-0.017364,-0.039341,-0.05971,-0.062068,-0.036865,"hit",-0.000716,"no"
147,"C",1,46,22,0.06,"Narrow",0.02399,0.131583,0.062256,0.035412,0.054399,-0.095997,0.063877,0.022498,"hit",-0.001492,"no"
147,"C",1,47,23,0.06,"Narrow",-0.001252,0.123978,-0.1089,0.02848,0.001935,0.051337,0.020888,0.002937,"hit",0.004189,"no"
147,"C",1,48,24,0.06,"Narrow",0.033215,0.114393,0.10773,0.041752,-0.050823,0.015572,0.051843,0.03305,"hit",-0.000165,"no"
147,"C",1,51,25,0.06,"Narrow",0.001197,0.063381,0.00606,-0.034115,0.033772,-0.035938,0.036207,-0.00165,"hit",-0.002847,"no"
147,"C",1,52,26,0.06,"Narrow",0.025847,0.082349,0.054963,0.0518,0.066603,-0.030867,-0.013266,0.026496,"hit",0.00065,"no"
147,"C",1,54,27,0.06,"Narrow",-0.050787,0.097416,-0.132797,-0.000018,-0.041111,-0.046072,-0.033936,-0.049088,"hit",0.001699,"no"
147,"C",1,55,28,0.06,"Narrow",0.029473,0.060687,0.067746,0.018528,0.020765,-0.01378,0.054105,0.034865,"hit",0.005392,"no"
147,"C",1,57,29,0.06,"Narrow",0.052422,0.071091,0.018904,0.052614,0.102187,0.015668,0.072735,0.058699,"hit",0.006278,"no"
147,"C",1,59,30,0.06,"Narrow",-0.063515,0.169251,-0.069433,-0.149339,-0.049479,0.078011,-0.127335,-0.048795,"hit",0.01472,"no"
147,"C",1,60,31,0.06,"Narrow",-0.066813,0.091487,-0.006517,-0.057809,-0.100382,-0.022805,-0.146553,-0.068071,"hit",-0.001258,"no"
147,"C",1,61,32,0.06,"Narrow",0.00693,0.084125,0.077054,-0.015779,0.013061,-0.032524,-0.007163,0.016738,"hit",0.009808,"no"
147,"C",1,65,33,0.06,"Narrow",0.011154,0.037086,0.016308,-0.001204,-0.011127,-0.00346,0.05525,0.017428,"hit",0.006274,"no"
147,"C",1,67,34,0.06,"Narrow",-0.039541,0.087122,-0.083997,-0.006989,0.016776,-0.07654,-0.046953,-0.046984,"hit",-0.007443,"no"
147,"C",1,68,35,0.06,"Narrow",0.010675,0.094811,0.070788,0.007378,0.064456,-0.006901,-0.082349,-0.00149,"hit",-0.012165,"no"
147,"C",1,69,36,0.06,"Narrow",-0.006449,0.036056,0.005176,0.016987,0.004445,-0.007917,-0.050937,-0.002702,"hit",0.003747,"no"
147,"C",1,70,37,0.06,"Narrow",0.017471,0.117475,0.004333,0.015852,-0.074927,0.086158,0.055941,0.024938,"hit",0.007467,"no"
147,"C",1,73,38,0.06,"Narrow",-0.021898,0.12282,-0.049281,-0.090458,0.067607,-0.056554,0.019197,-0.029896,"hit",-0.007998,"no"
147,"C",1,75,39,0.06,"Narrow",-0.031725,0.140844,-0.135185,-0.050247,-0.050219,0.056377,0.020651,-0.036069,"hit",-0.004345,"no"
147,"C",1,77,40,0.06,"Narrow",-0.026286,0.067284,-0.004952,0.007296,-0.016404,0.000821,-0.118193,-0.020041,"hit",0.006245,"no"
155,"C",1,1,1,0.06,"Narrow",-0.018879,0.094809,-0.059889,-0.065225,-0.003387,0.051251,-0.017143,-0.034283,"miss",-0.015404,"no"
155,"C",1,5,2,0.06,"Narrow",0.024492,0.123905,-0.079466,0.064963,0.019732,0.077669,0.03956,0.025874,"hit",0.001383,"no"
155,"C",1,7,3,0.06,"Narrow",-0.046909,0.122792,0.065688,-0.048791,-0.067271,-0.081689,-0.102481,-0.044623,"hit",0.002285,"no"
155,"C",1,9,4,0.06,"Narrow",0.065218,0.211575,0.181161,0.062163,-0.109087,0.065654,0.126201,0.074591,"hit",0.009372,"no"
155,"C",1,10,5,0.06,"Narrow",-0.064265,0.155779,-0.117925,-0.006752,-0.082453,0.057625,-0.171819,-0.081418,"miss",-0.017153,"no"
155,"C",1,12,6,0.06,"Narrow",-0.03002,0.078484,-0.013079,-0.101091,-0.035667,-0.025811,0.02555,0.007641,"miss",0.03766,"no"
155,"C",1,13,7,0.06,"Narrow",0.010936,0.111578,0.011517,0.09239,-0.064539,0.018976,-0.003663,-0.000274,"hit",-0.011211,"no"
155,"C",1,14,8,0.06,"Narrow",0.006182,0.11253,0.023718,0.095929,-0.049245,0.019322,-0.058813,0.003596,"hit",-0.002586,"no"
155,"C",1,17,9,0.06,"Narrow",-0.009651,0.077468,0.01633,-0.042212,-0.016658,0.050894,-0.056609,0.022668,"miss",0.032319,"no"
155,"C",1,18,10,0.06,"Narrow",0.010275,0.104271,0.024925,0.006986,-0.085203,0.017474,0.087193,-0.000368,"hit",-0.010643,"no"
155,"C",1,19,11,0.06,"Narrow",0.003821,0.036486,0.010188,-0.003246,0.022451,-0.025523,0.015237,0.005169,"hit",0.001348,"no"
155,"C",1,20,12,0.06,"Narrow",0.023729,0.053015,0.057854,0.048581,0.00242,0.031442,-0.021654,0.055149,"miss",0.03142,"no"
155,"C",1,22,13,0.06,"Narrow",0.07001,0.202733,0.046092,0.179648,-0.082443,0.14252,0.064231,0.088609,"miss",0.018599,"no"
155,"C",1,23,14,0.06,"Narrow",0.055,0.041765,0.062616,0.084237,0.030078,0.04055,0.05752,0.047941,"hit",-0.007059,"no"
155,"C",1,24,15,0.06,"Narrow",0.034119,0.134528,0.108141,0.108747,-0.042764,0.029069,-0.0326,0.044581,"hit",0.010462,"no"
155,"C",1,29,16,0.06,"Narrow",-0.01995,0.082945,0.014615,-0.028604,-0.060678,-0.072897,0.047815,-0.009725,"hit",0.010225,"no"
155,"C",1,32,17,0.06,"Narrow",-0.02223,0.118283,0.0292,0.027566,-0.037019,0.036132,-0.167027,0.013705,"miss",0.035935,"no"
155,"C",1,33,18,0.06,"Narrow",-0.024402,0.124528,0.009603,-0.00248,-0.011414,-0.139187,0.021466,0.007158,"miss",0.03156,"no"
155,"C",1,35,19,0.06,"Narrow",-0.032851,0.094194,-0.103945,-0.042688,-0.055147,0.017367,0.020156,-0.046026,"hit",-0.013175,"no"
155,"C",1,36,20,0.06,"Narrow",-0.000069,0.105272,0.013403,0.054782,0.001547,-0.088413,0.018337,0.009695,"hit",0.009764,"no"
155,"C",1,41,21,0.06,"Narrow",0.004961,0.158035,0.073162,-0.098328,-0.047499,0.088015,0.009457,0.032984,"miss",0.028023,"no"
155,"C",1,42,22,0.06,"Narrow",-0.008827,0.069339,-0.01235,-0.010613,0.046847,-0.049695,-0.018324,-0.014279,"hit",-0.005452,"no"
155,"C",1,43,23,0.06,"Narrow",-0.001579,0.178279,0.021899,-0.167573,0.025925,0.036292,0.07556,-0.000573,"hit",0.001007,"no"
155,"C",1,44,24,0.06,"Narrow",0.045446,0.096974,0.108282,0.016426,0.082545,-0.010987,0.030966,0.039716,"hit",-0.00573,"no"
155,"C",1,45,25,0.06,"Narrow",0.002316,0.065353,0.00695,0.028868,-0.017011,0.050088,-0.057313,0.017207,"hit",0.014891,"no"
155,"C",1,47,26,0.06,"Narrow",0.007512,0.149088,-0.024577,0.026291,-0.02808,0.140904,-0.076979,0.016378,"hit",0.008866,"no"
155,"C",1,50,27,0.06,"Narrow",0.013016,0.080418,0.053996,0.012152,-0.052714,0.00176,0.049885,-0.007903,"miss",-0.020919,"no"
155,"C",1,51,28,0.06,"Narrow",-0.055272,0.031855,-0.073281,-0.044261,-0.035668,-0.06886,-0.05429,-0.055448,"hit",-0.000176,"no"
155,"C",1,53,29,0.06,"Narrow",0.086476,0.076428,0.146137,0.100405,0.094353,0.046543,0.044943,0.077176,"hit",-0.0093,"no"
155,"C",1,56,30,0.06,"Narrow",-0.004022,0.142267,0.003412,-0.106312,-0.047569,0.080184,0.050177,-0.002791,"hit",0.001231,"no"
155,"C",1,58,31,0.06,"Narrow",0.055976,0.148984,0.096232,0.13781,0.072265,-0.06017,0.033743,0.04765,"hit",-0.008326,"no"
155,"C",1,59,32,0.06,"Narrow",0.008726,0.033278,0.030918,0.00413,0.003367,-0.014412,0.019627,0.004781,"hit",-0.003945,"no"
155,"C",1,64,33,0.06,"Narrow",-0.021338,0.152311,0.039513,-0.140049,-0.067675,0.028964,0.032556,0.005087,"miss",0.026425,"no"
155,"C",1,66,34,0.06,"Narrow",-0.035741,0.105748,-0.055017,-0.106417,-0.047566,0.038313,-0.008015,-0.039203,"hit",-0.003462,"no"
155,"C",1,69,35,0.06,"Narrow",-0.003344,0.105588,-0.015358,-0.032752,-0.086851,0.015653,0.102587,0.014639,"miss",0.017983,"no"
155,"C",1,70,36,0.06,"Narrow",0.010783,0.144117,0.068364,-0.010241,-0.097418,0.083613,0.0096,0.001412,"hit",-0.009371,"no"
155,"C",1,71,37,0.06,"Narrow",0.037239,0.125885,0.111793,-0.036096,-0.019826,0.019693,0.110629,0.052262,"miss",0.015023,"no"
155,"C",1,72,38,0.06,"Narrow",-0.043612,0.074167,-0.069883,-0.049155,-0.091808,0.003071,-0.010283,-0.04807,"hit",-0.004458,"no"
