"Participant","Group","Block","TrialNumOrig","TrialNumByTT","TType","PriorSD","LikelihoodSD","LLType","LLMean","LSD","CoinX","Splash1X","Splash2X","Splash3X","Splash4X","Splash5X","NetX","Correct","deltaD","OI","OIc","Outlier"
150,"2",1,15,8,"PL",0.085,0.15,"Wide",-0.001448,0.199292,-0.044954,-0.087167,0.025951,-0.097962,0.147872,0.004063,-0.066463,"miss",-0.065015,0.672222,0.699652,"no"
150,"2",1,16,9,"PL",0.085,0.15,"Wide",0.088825,0.249467,0.195717,0.053911,0.167372,0.145644,0.26793,-0.190733,0.099209,"miss",0.010384,0.57841,0.536663,"no"
150,"2",1,17,10,"PL",0.085,0.15,"Wide",0.103572,0.318767,0.125321,0.167297,-0.032221,0.132793,0.361767,-0.111775,-0.056532,"miss",-0.160104,0.545177,0.743248,"no"
150,"2",1,18,11,"PL",0.085,0.15,"Wide",-0.024402,0.06954,0.024886,-0.033821,-0.04016,-0.029152,0.040215,-0.059094,-0.044197,"miss",-0.019794,0.875415,0.861151,"no"
150,"2",1,19,12,"PL",0.085,0.15,"Wide",0.051905,0.133538,0.011652,0.099509,0.029884,0.075603,-0.06391,0.11844,0.083466,"miss",0.031561,0.633723,0.635278,"no"
150,"2",1,21,13,"PL",0.085,0.15,"Wide",-0.002914,0.249463,0.041575,-0.002063,0.047097,-0.124776,0.198628,-0.133457,-0.047164,"miss",-0.044249,0.821925,0.844643,"no"
150,"2",1,23,14,"PL",0.085,0.15,"Wide",0.134243,0.197351,0.138774,0.241744,0.218401,0.211018,0.082071,-0.082017,0.046096,"miss",-0.088147,0.983655,0.949899,"no"
150,"2",1,26,15,"PL",0.085,0.15,"Wide",0.028042,0.281041,0.011177,0.011042,-0.132946,0.030936,0.256219,-0.025042,-0.02551,"miss",-0.053551,0.909415,0.943303,"no"
150,"2",1,28,16,"PL",0.085,0.15,"Wide",0.017343,0.062784,0.05438,0.018503,0.016475,0.06756,0.034192,-0.050013,0.027764,"miss",0.01042,0.950859,0.948346,"no"
150,"2",1,29,17,"PL",0.085,0.15,"Wide",0.220009,0.259081,0.126575,0.383943,0.03955,0.143534,0.247765,0.285253,0.088473,"miss",-0.131536,0.894669,0.709278,"no"
150,"2",1,30,18,"PL",0.085,0.15,"Wide",-0.115555,0.257209,-0.079244,-0.055125,-0.28609,-0.043501,-0.257456,0.064394,-0.060551,"miss",0.055005,0.908676,0.831289,"no"
150,"2",1,32,19,"PL",0.085,0.15,"Wide",-0.058872,0.27361,-0.046159,-0.179027,0.076746,-0.12987,0.122822,-0.185033,-0.075355,"miss",-0.016482,0.712747,0.689349,"no"
150,"2",1,34,20,"PL",0.085,0.15,"Wide",0.038572,0.317844,0.137706,0.067333,0.206195,-0.192229,0.167421,-0.05586,-0.178685,"miss",-0.217257,0.040201,0.088411,"no"
150,"2",1,35,21,"PL",0.085,0.15,"Wide",-0.074969,0.175857,0.029278,-0.094757,-0.141235,0.077912,-0.049583,-0.167183,0.040547,"hit",0.115517,0.730627,0.775239,"no"
150,"2",1,37,22,"PL",0.085,0.15,"Wide",-0.044471,0.27736,-0.070531,-0.090342,-0.022171,0.042073,-0.286925,0.135009,0.015737,"miss",0.060208,0.937972,0.971591,"no"
150,"2",1,45,23,"PL",0.085,0.15,"Wide",-0.090378,0.170276,-0.101738,-0.010343,-0.09966,-0.01813,-0.221712,-0.102044,-0.094816,"hit",-0.004439,0.617393,0.602204,"no"
150,"2",1,46,24,"PL",0.085,0.15,"Wide",0.002929,0.199165,-0.012302,-0.024663,0.106021,0.07579,0.095132,-0.237633,0.039077,"miss",0.036148,0.874808,0.885616,"no"
150,"2",1,51,25,"PL",0.085,0.15,"Wide",0.095218,0.26801,0.033617,0.0133,0.180709,0.115571,-0.123635,0.290146,0.116522,"miss",0.021303,0.452784,0.41417,"no"
150,"2",1,52,26,"PL",0.085,0.15,"Wide",-0.037659,0.16153,-0.11016,0.067685,-0.082924,0.036087,-0.008387,-0.200757,0.028538,"miss",0.066197,0.878892,0.888311,"no"
150,"2",1,54,27,"PL",0.085,0.15,"Wide",0.144803,0.2523,0.130396,0.254482,-0.002156,0.157733,-0.004582,0.318538,0.070271,"miss",-0.074532,0.894228,0.789476,"no"
150,"2",1,56,28,"PL",0.085,0.15,"Wide",-0.016271,0.139377,-0.002169,0.033356,0.074798,-0.066401,0.025725,-0.148832,0.021051,"miss",0.037322,0.944764,0.940625,"no"
150,"2",1,57,29,"PL",0.085,0.15,"Wide",0.134891,0.37838,0.128382,0.097378,0.403393,-0.109677,0.048969,0.234391,0.028724,"miss",-0.106167,0.998501,0.964818,"no"
150,"2",1,58,30,"PL",0.085,0.15,"Wide",-0.152081,0.273289,-0.194233,-0.167618,-0.068487,0.063912,-0.147785,-0.440427,-0.080159,"miss",0.071922,0.844056,0.714184,"no"
150,"2",2,61,31,"PL",0.085,0.15,"Wide",-0.103523,0.188946,-0.009047,-0.0981,0.002329,-0.24432,-0.157407,-0.020117,-0.032382,"miss",0.071141,0.995275,0.981644,"no"
150,"2",2,62,32,"PL",0.085,0.15,"Wide",0.004502,0.256684,0.01418,-0.059095,-0.157396,0.091194,0.171582,-0.023775,-0.0082,"miss",-0.012702,0.992181,0.994303,"no"
150,"2",2,64,33,"PL",0.085,0.15,"Wide",0.098189,0.241283,-0.022466,-0.021043,0.160488,0.207285,-0.061036,0.205252,0.052137,"miss",-0.046052,0.929946,0.876283,"no"
150,"2",2,65,34,"PL",0.085,0.15,"Wide",-0.062949,0.235354,-0.118558,-0.142871,0.110178,-0.140733,-0.167751,0.026433,-0.164976,"miss",-0.102028,0.130577,0.144139,"no"
150,"2",2,66,35,"PL",0.085,0.15,"Wide",-0.052967,0.377598,-0.213114,-0.294049,-0.135236,0.07101,0.195468,-0.102028,0.047984,"miss",0.100951,0.714226,0.831169,"no"
150,"2",2,69,36,"PL",0.085,0.15,"Wide",0.081097,0.280593,0.03633,0.183851,-0.011002,-0.139009,0.078524,0.293122,-0.015656,"miss",-0.096753,0.892557,0.962726,"no"
150,"2",2,79,37,"PL",0.085,0.15,"Wide",-0.018728,0.267591,-0.017503,-0.190687,0.164687,-0.102773,-0.019077,0.054212,-0.013268,"hit",0.005459,0.99312,0.98993,"no"
150,"2",2,80,38,"PL",0.085,0.15,"Wide",-0.033114,0.223171,-0.125654,0.135842,-0.151792,-0.02544,-0.116504,-0.007677,-0.087809,"miss",-0.054695,0.560965,0.576114,"no"
150,"2",2,83,39,"PL",0.085,0.15,"Wide",-0.020526,0.193963,-0.004304,0.016924,0.012166,-0.122017,-0.154694,0.144992,-0.024014,"miss",-0.003488,0.967644,0.96541,"no"
150,"2",2,84,40,"PL",0.085,0.15,"Wide",-0.079969,0.285961,-0.064886,0.124034,-0.136213,-0.266432,-0.032985,-0.088251,-0.122826,"miss",-0.042857,0.378574,0.362457,"no"
150,"2",2,85,41,"PL",0.085,0.15,"Wide",-0.226532,0.320899,-0.188821,-0.429353,-0.25368,-0.016066,-0.338325,-0.095239,-0.118992,"miss",0.107541,0.689768,0.449459,"no"
150,"2",2,88,42,"PL",0.085,0.15,"Wide",-0.121032,0.137098,-0.025738,-0.16703,-0.006695,-0.129678,-0.180465,-0.121294,0.319989,"miss",0.441022,0.000015,0.000007,"yes"
150,"2",2,89,43,"PL",0.085,0.15,"Wide",-0.23148,0.26998,-0.120905,-0.001816,-0.173319,-0.29217,-0.323893,-0.366201,-0.092639,"miss",0.138841,0.886711,0.677068,"no"
150,"2",2,90,44,"PL",0.085,0.15,"Wide",0.049689,0.482058,0.075457,0.337068,-0.25882,0.197973,-0.129086,0.101311,0.076904,"hit",0.027215,0.682577,0.66762,"no"
150,"2",2,94,45,"PL",0.085,0.15,"Wide",-0.04051,0.122223,0.048054,-0.042497,-0.058268,-0.139874,0.022386,0.015703,-0.035687,"miss",0.004823,0.941127,0.949727,"no"
150,"2",2,95,46,"PL",0.085,0.15,"Wide",0.041324,0.254513,0.02127,0.131253,-0.161593,0.154391,-0.005424,0.087993,0.251972,"miss",0.210648,0.004899,0.009066,"no"
150,"2",2,97,47,"PL",0.085,0.15,"Wide",-0.138404,0.306765,-0.063816,0.115319,-0.198168,-0.046779,-0.229594,-0.332797,0.014447,"miss",0.152851,0.810479,0.957083,"no"
150,"2",2,98,48,"PL",0.085,0.15,"Wide",-0.066291,0.203027,-0.110824,0.098785,-0.089557,-0.004359,-0.074899,-0.261424,-0.097107,"hit",-0.030815,0.55095,0.540212,"no"
150,"2",2,100,49,"PL",0.085,0.15,"Wide",0.040982,0.165034,0.001139,0.062321,0.176471,0.056058,-0.036164,-0.053774,0.069598,"miss",0.028616,0.723836,0.723094,"no"
150,"2",2,101,50,"PL",0.085,0.15,"Wide",0.141649,0.233592,0.070491,0.284398,0.187119,0.133325,-0.03738,0.140785,0.114368,"miss",-0.027281,0.559519,0.474157,"no"
150,"2",2,102,51,"PL",0.085,0.15,"Wide",0.191891,0.216391,0.082832,0.143628,0.328282,0.049931,0.138403,0.29921,0.125698,"miss",-0.066193,0.566691,0.451198,"no"
150,"2",2,103,52,"PL",0.085,0.15,"Wide",-0.340758,0.121417,-0.081926,-0.351664,-0.320574,-0.429713,-0.261368,-0.34047,-0.275999,"miss",0.064759,0.033674,0.063653,"no"
150,"2",2,104,53,"PL",0.085,0.15,"Wide",-0.082477,0.367057,-0.033862,-0.000568,-0.389067,-0.121158,0.092362,0.006048,-0.059724,"miss",0.022753,0.866706,0.799433,"no"
150,"2",2,106,54,"PL",0.085,0.15,"Wide",-0.26972,0.281524,-0.13951,-0.390775,-0.025327,-0.293147,-0.246545,-0.392807,-0.017451,"miss",0.25227,0.810334,0.998059,"no"
150,"2",2,110,55,"PL",0.085,0.15,"Wide",0.130353,0.212178,0.020526,0.25083,0.000302,0.044854,0.209193,0.146584,0.20747,"miss",0.077117,0.060324,0.056771,"no"
150,"2",2,112,56,"PL",0.085,0.15,"Wide",0.001155,0.262269,0.052551,-0.014218,-0.146392,0.169206,0.12189,-0.124712,0.003771,"miss",0.002616,0.998894,0.99898,"no"
150,"2",2,117,57,"PL",0.085,0.15,"Wide",-0.000194,0.136209,0.010022,0.095083,-0.074985,0.051944,-0.02403,-0.048984,0.008819,"hit",0.009013,0.992882,0.9925,"no"
150,"2",2,118,58,"PL",0.085,0.15,"Wide",0.096462,0.163008,0.09647,0.231568,0.139741,0.041993,0.089721,-0.020712,0.004837,"miss",-0.091625,0.969021,0.978418,"no"
150,"2",2,119,59,"PL",0.085,0.15,"Wide",0.02199,0.322752,0.033651,0.163132,-0.222588,0.154671,0.089102,-0.074368,0.120392,"miss",0.098402,0.300365,0.352453,"no"
150,"2",2,120,60,"PL",0.085,0.15,"Wide",-0.203275,0.105783,-0.121739,-0.152752,-0.244861,-0.278724,-0.173701,-0.166338,-0.141231,"miss",0.062044,0.46479,0.652088,"no"
150,"2",3,121,61,"PL",0.085,0.15,"Wide",-0.03642,0.181734,-0.071244,-0.06831,-0.134241,-0.055967,0.112103,-0.035684,-0.065707,"hit",-0.029288,0.745472,0.745397,"no"
150,"2",3,125,62,"PL",0.085,0.15,"Wide",0.097258,0.260368,0.103187,0.166764,0.167206,-0.139168,0.10143,0.190057,0.111102,"hit",0.013844,0.499008,0.454275,"no"
150,"2",3,129,63,"PL",0.085,0.15,"Wide",0.097753,0.345946,0.059439,0.216514,0.369837,-0.009633,0.097221,-0.185178,0.077494,"miss",-0.020258,0.769221,0.685209,"no"
150,"2",3,130,64,"PL",0.085,0.15,"Wide",0.190974,0.332616,0.08693,0.079017,0.431791,0.009683,0.128302,0.306076,0.068508,"miss",-0.122466,0.956629,0.789125,"no"
150,"2",3,131,65,"PL",0.085,0.15,"Wide",-0.02925,0.317521,-0.053623,0.033799,0.215472,-0.212995,-0.063733,-0.118795,0.011717,"miss",0.040967,0.968306,0.986291,"no"
150,"2",3,133,66,"PL",0.085,0.15,"Wide",-0.262737,0.28947,-0.186794,-0.383632,-0.154167,-0.36067,-0.431196,0.015978,-0.197726,"hit",0.065011,0.196243,0.096206,"no"
150,"2",3,136,67,"PL",0.085,0.15,"Wide",-0.086761,0.242332,-0.076046,-0.259189,0.000303,-0.184974,-0.113463,0.123519,0.023234,"miss",0.109995,0.836514,0.920422,"no"
150,"2",3,138,68,"PL",0.085,0.15,"Wide",-0.234164,0.205266,-0.158902,-0.271593,-0.407023,-0.210465,-0.145245,-0.136493,-0.177169,"miss",0.056995,0.268724,0.192529,"no"
150,"2",3,139,69,"PL",0.085,0.15,"Wide",0.118784,0.198703,0.127728,0.041753,0.036604,0.014198,0.210937,0.290426,0.054364,"miss",-0.06442,0.942657,0.899843,"no"
150,"2",3,140,70,"PL",0.085,0.15,"Wide",-0.140579,0.211627,-0.176931,-0.294434,-0.036898,-0.04219,-0.136972,-0.192404,-0.040151,"miss",0.100429,0.996754,0.966553,"no"
150,"2",3,144,71,"PL",0.085,0.15,"Wide",-0.048839,0.224161,-0.099695,-0.043858,-0.044811,0.026264,0.120138,-0.301927,-0.041487,"miss",0.007352,0.923389,0.906248,"no"
150,"2",3,145,72,"PL",0.085,0.15,"Wide",0.036412,0.135399,0.1234,0.043905,0.004911,0.13716,0.090095,-0.09401,0.090636,"miss",0.054224,0.544532,0.538349,"no"
150,"2",3,148,73,"PL",0.085,0.15,"Wide",-0.10308,0.203683,-0.049631,0.005687,-0.023495,-0.244968,-0.159352,-0.09327,-0.017125,"miss",0.085954,0.994303,0.999727,"no"
150,"2",3,151,74,"PL",0.085,0.15,"Wide",-0.066333,0.213147,0.02177,0.070074,-0.190988,-0.019154,0.003686,-0.195286,0.028946,"hit",0.09528,0.831453,0.890858,"no"
150,"2",3,152,75,"PL",0.085,0.15,"Wide",-0.02326,0.289637,-0.007056,0.129672,0.025236,-0.17487,-0.199759,0.103422,0.06649,"miss",0.089749,0.623162,0.705083,"no"
150,"2",3,153,76,"PL",0.085,0.15,"Wide",0.044648,0.163537,0.073589,0.158852,0.106692,-0.046149,0.016675,-0.01283,-0.006598,"miss",-0.051246,0.972709,0.977604,"no"
150,"2",3,154,77,"PL",0.085,0.15,"Wide",0.055539,0.097579,-0.030633,0.001166,0.022083,0.124631,0.081232,0.048581,0.039672,"miss",-0.015866,0.939649,0.970609,"no"
150,"2",3,155,78,"PL",0.085,0.15,"Wide",0.049711,0.245494,0.081528,0.126388,0.116829,-0.166206,0.021966,0.149575,0.199538,"miss",0.149827,0.04104,0.05447,"no"
150,"2",3,156,79,"PL",0.085,0.15,"Wide",0.079282,0.211754,0.04107,-0.023207,0.186167,0.08838,-0.05845,0.203518,-0.037301,"miss",-0.116583,0.747653,0.829774,"no"
150,"2",3,160,80,"PL",0.085,0.15,"Wide",-0.127317,0.231402,-0.180436,0.046281,-0.196508,-0.155209,-0.027123,-0.304024,0.000562,"miss",0.127878,0.913741,0.980919,"no"
150,"2",3,161,81,"PL",0.085,0.15,"Wide",-0.061837,0.313713,-0.044234,0.179547,-0.037004,-0.182983,-0.219374,-0.049371,-0.038768,"hit",0.023069,0.950086,0.915551,"no"
150,"2",3,162,82,"PL",0.085,0.15,"Wide",0.044853,0.200139,0.06071,-0.043943,-0.078454,0.074753,0.168162,0.103748,0.0646,"hit",0.019747,0.769493,0.762546,"no"
150,"2",3,163,83,"PL",0.085,0.15,"Wide",-0.163976,0.193629,-0.082673,-0.020264,-0.201518,-0.168989,-0.080831,-0.348276,-0.050455,"miss",0.113521,0.989844,0.953934,"no"
150,"2",3,166,84,"PL",0.085,0.15,"Wide",0.025344,0.179309,0.022539,-0.124082,-0.022438,0.030281,0.053908,0.189051,0.024786,"hit",-0.000559,0.968968,0.966385,"no"
150,"2",3,169,85,"PL",0.085,0.15,"Wide",0.129624,0.189725,0.046496,0.213058,0.106774,-0.028588,0.113655,0.243221,0.126246,"miss",-0.003378,0.442368,0.404809,"no"
150,"2",3,171,86,"PL",0.085,0.15,"Wide",-0.134012,0.228715,-0.073201,-0.123259,0.049299,-0.122748,-0.264668,-0.208683,-0.105766,"miss",0.028246,0.614581,0.533635,"no"
150,"2",3,175,87,"PL",0.085,0.15,"Wide",0.017747,0.236448,-0.048632,-0.196917,0.004541,0.056084,0.083915,0.141113,0.040708,"miss",0.02296,0.886601,0.89015,"no"
150,"2",3,177,88,"PL",0.085,0.15,"Wide",-0.022123,0.123949,-0.041348,-0.076831,-0.028488,-0.076899,-0.071865,0.143469,-0.017694,"miss",0.004429,0.98631,0.988663,"no"
150,"2",3,179,89,"PL",0.085,0.15,"Wide",0.002049,0.288878,0.069724,-0.030255,-0.052966,0.245996,-0.13869,-0.013842,-0.029562,"miss",-0.031611,0.92117,0.93599,"no"
150,"2",3,180,90,"PL",0.085,0.15,"Wide",-0.178663,0.200904,-0.138245,-0.185103,-0.230771,-0.155842,0.000133,-0.32173,-0.095657,"miss",0.083006,0.780436,0.682923,"no"
158,"2",1,4,1,"PL",0.085,0.15,"Wide",0.060037,0.150305,0.12404,-0.068168,0.123384,0.072781,0.104361,0.067828,0.006778,"miss",-0.053259,0.994466,0.994531,"no"
158,"2",1,5,2,"PL",0.085,0.15,"Wide",-0.081588,0.154188,-0.053492,-0.13942,0.016568,-0.127605,-0.163737,0.006253,-0.058328,"hit",0.023261,0.874005,0.870476,"no"
158,"2",1,7,3,"PL",0.085,0.15,"Wide",0.122339,0.418169,0.137552,0.426417,0.148384,-0.161232,0.086538,0.11159,0.031441,"miss",-0.090898,0.999736,0.950541,"no"
158,"2",1,11,4,"PL",0.085,0.15,"Wide",-0.17954,0.197258,-0.139328,-0.16934,-0.360187,-0.17391,-0.170389,-0.023873,-0.079739,"miss",0.099801,0.88832,0.804433,"no"
158,"2",1,13,5,"PL",0.085,0.15,"Wide",-0.093234,0.240019,-0.040851,-0.096866,-0.142701,0.128266,-0.108693,-0.246175,0.007805,"miss",0.101039,0.91911,0.974659,"no"
158,"2",1,15,6,"PL",0.085,0.15,"Wide",-0.130107,0.158211,-0.031608,-0.102213,-0.069317,-0.126108,-0.271357,-0.081539,-0.001737,"miss",0.12837,0.92204,0.935541,"no"
158,"2",1,16,7,"PL",0.085,0.15,"Wide",-0.048679,0.302954,-0.060837,0.145721,0.090694,-0.172303,0.000721,-0.30823,0.056814,"miss",0.105494,0.651674,0.762729,"no"
158,"2",1,19,8,"PL",0.085,0.15,"Wide",-0.044557,0.248669,-0.056461,-0.225484,-0.00936,-0.076608,0.119106,-0.030442,-0.010357,"miss",0.0342,0.99998,0.997507,"no"
158,"2",1,23,9,"PL",0.085,0.15,"Wide",-0.151845,0.231468,-0.088285,-0.233041,-0.336409,-0.079039,-0.125039,0.014304,-0.104742,"miss",0.047103,0.658272,0.555651,"no"
158,"2",1,24,10,"PL",0.085,0.15,"Wide",-0.101249,0.206207,-0.128533,-0.227836,-0.125504,0.044302,-0.161626,-0.035581,-0.060014,"miss",0.041235,0.892343,0.847534,"no"
158,"2",1,25,11,"PL",0.085,0.15,"Wide",0.013466,0.330034,0.000649,-0.05269,-0.240139,0.204781,0.055378,0.1,-0.022404,"miss",-0.03587,0.941847,0.961087,"no"
158,"2",1,27,12,"PL",0.085,0.15,"Wide",0.069834,0.330015,0.012325,0.179112,-0.12608,-0.076794,0.261272,0.111659,-0.011787,"miss",-0.081621,0.927589,0.981061,"no"
158,"2",1,29,13,"PL",0.085,0.15,"Wide",0.039627,0.128494,0.068814,0.09447,0.038267,-0.040009,0.11981,-0.014403,-0.005029,"miss",-0.044656,0.980659,0.971522,"no"
158,"2",1,30,14,"PL",0.085,0.15,"Wide",-0.059289,0.264709,-0.029799,-0.05027,0.019411,-0.221646,0.126101,-0.170042,-0.068414,"miss",-0.009125,0.767198,0.740509,"no"
158,"2",1,32,15,"PL",0.085,0.15,"Wide",0.018599,0.092226,0.02919,0.015115,-0.066191,0.031266,0.034317,0.078487,-0.020947,"miss",-0.039546,0.942763,0.895412,"no"
158,"2",1,33,16,"PL",0.085,0.15,"Wide",-0.18375,0.195538,-0.134818,-0.066459,-0.308677,-0.25013,-0.117029,-0.176457,-0.017676,"miss",0.166075,0.935961,0.989177,"no"
158,"2",1,34,17,"PL",0.085,0.15,"Wide",-0.152591,0.279874,-0.061992,-0.118751,-0.397728,-0.095626,-0.03648,-0.114372,-0.220317,"miss",-0.067726,0.04732,0.039242,"no"
158,"2",1,37,18,"PL",0.085,0.15,"Wide",0.126206,0.231769,0.044345,-0.028054,0.0484,0.261202,0.200455,0.149029,-0.004403,"miss",-0.13061,0.894205,0.971116,"no"
158,"2",1,38,19,"PL",0.085,0.15,"Wide",0.161187,0.118009,0.082249,0.169699,0.184301,0.158046,0.258047,0.035844,0.17472,"miss",0.013533,0.188351,0.224078,"no"
158,"2",1,41,20,"PL",0.085,0.15,"Wide",0.051848,0.153349,-0.010866,-0.040572,0.144628,0.121152,0.05969,-0.02566,0.006738,"miss",-0.04511,0.99688,0.997333,"no"
158,"2",1,42,21,"PL",0.085,0.15,"Wide",-0.165273,0.179822,-0.219416,-0.062851,-0.240869,-0.187069,-0.054384,-0.281194,-0.003656,"miss",0.161617,0.885889,0.942437,"no"
158,"2",1,44,22,"PL",0.085,0.15,"Wide",-0.045312,0.47863,-0.166392,-0.314136,-0.282063,-0.111088,0.226831,0.253894,0.011175,"miss",0.056488,0.956246,0.988847,"no"
158,"2",1,45,23,"PL",0.085,0.15,"Wide",-0.037049,0.09443,-0.035513,-0.01634,0.006523,-0.007879,-0.112252,-0.055299,0.007529,"miss",0.044578,0.975464,0.930251,"no"
158,"2",1,50,24,"PL",0.085,0.15,"Wide",0.082269,0.27423,0.051565,0.138556,-0.131222,-0.027839,0.141435,0.290413,0.143078,"miss",0.060809,0.25243,0.248075,"no"
158,"2",1,51,25,"PL",0.085,0.15,"Wide",0.289339,0.341288,0.276797,0.49375,0.21083,0.372647,0.041904,0.327564,0.337154,"miss",0.047815,0.001549,0.00055,"no"
158,"2",1,53,26,"PL",0.085,0.15,"Wide",0.073381,0.20013,0.011491,-0.034705,0.20414,0.045757,0.166037,-0.014327,0.20156,"miss",0.12818,0.046543,0.052571,"no"
158,"2",1,54,27,"PL",0.085,0.15,"Wide",-0.002809,0.297497,0.026075,0.237419,0.030364,-0.120311,-0.127912,-0.033605,0.024126,"hit",0.026934,0.945608,0.956817,"no"
158,"2",1,55,28,"PL",0.085,0.15,"Wide",-0.041927,0.237807,0.011479,0.098882,-0.08578,0.016124,-0.218878,-0.01998,-0.066272,"miss",-0.024346,0.751411,0.745233,"no"
158,"2",1,56,29,"PL",0.085,0.15,"Wide",0.003707,0.250332,-0.076713,-0.142221,0.192457,-0.059315,-0.029036,0.05665,0.073993,"miss",0.070286,0.615407,0.659469,"no"
158,"2",1,60,30,"PL",0.085,0.15,"Wide",-0.128143,0.232774,-0.012895,-0.314416,-0.135336,-0.029406,-0.188648,0.027089,-0.030414,"miss",0.097729,0.999951,0.981802,"no"
158,"2",2,63,31,"PL",0.085,0.15,"Wide",0.00593,0.312282,0.065131,0.031485,0.260683,0.045868,-0.146938,-0.161449,-0.023482,"miss",-0.029412,0.945117,0.958637,"no"
158,"2",2,64,32,"PL",0.085,0.15,"Wide",0.22499,0.171404,0.127431,0.169946,0.085771,0.27581,0.268369,0.325053,0.242495,"miss",0.017505,0.040548,0.03452,"no"
158,"2",2,65,33,"PL",0.085,0.15,"Wide",0.086138,0.273038,0.102096,-0.057595,0.027407,0.295785,0.156696,0.008399,0.047153,"miss",-0.038985,0.939456,0.888546,"no"
158,"2",2,67,34,"PL",0.085,0.15,"Wide",0.160525,0.244837,0.064394,0.143766,0.124834,0.151641,-0.041794,0.424178,0.168266,"miss",0.007741,0.219143,0.172029,"no"
158,"2",2,68,35,"PL",0.085,0.15,"Wide",-0.207187,0.264669,-0.104191,-0.145338,-0.063514,-0.074799,-0.339383,-0.412903,-0.191219,"miss",0.015968,0.164799,0.105986,"no"
158,"2",2,71,36,"PL",0.085,0.15,"Wide",0.093589,0.320251,0.158106,-0.142171,0.023887,0.288601,0.079344,0.218282,0.23976,"miss",0.146171,0.013848,0.017863,"no"
158,"2",2,72,37,"PL",0.085,0.15,"Wide",-0.052777,0.361828,0.005625,-0.274695,-0.138725,0.145118,0.130968,-0.126548,-0.141413,"miss",-0.088637,0.222575,0.247124,"no"
158,"2",2,74,38,"PL",0.085,0.15,"Wide",-0.059181,0.186256,0.060932,-0.025501,-0.062359,-0.221676,0.021313,-0.007683,-0.013431,"miss",0.045751,0.999917,0.999132,"no"
158,"2",2,76,39,"PL",0.085,0.15,"Wide",-0.121235,0.21186,-0.051882,-0.18959,0.050728,-0.146308,-0.220746,-0.100262,-0.081463,"miss",0.039773,0.782183,0.715865,"no"
158,"2",2,83,40,"PL",0.085,0.15,"Wide",-0.014447,0.243486,-0.017469,0.005691,-0.064212,-0.158062,0.17454,-0.03019,0.017857,"miss",0.032304,0.959357,0.971255,"no"
158,"2",2,87,41,"PL",0.085,0.15,"Wide",-0.139393,0.280656,-0.063402,0.104777,-0.199608,-0.1072,-0.246765,-0.24817,-0.028459,"miss",0.110934,0.997332,0.979123,"no"
158,"2",2,88,42,"PL",0.085,0.15,"Wide",-0.070269,0.255671,-0.042262,0.066722,0.020192,0.033543,-0.204013,-0.267791,-0.057874,"miss",0.012396,0.859656,0.820319,"no"
158,"2",2,90,43,"PL",0.085,0.15,"Wide",0.030578,0.18753,0.088774,-0.087137,-0.076161,0.036451,0.090477,0.189262,0.050921,"miss",0.020342,0.842099,0.840762,"no"
158,"2",2,92,44,"PL",0.085,0.15,"Wide",-0.047528,0.329429,-0.014087,0.147119,-0.164253,0.089506,-0.242813,-0.067201,-0.011509,"hit",0.036019,1,0.994651,"no"
158,"2",2,96,45,"PL",0.085,0.15,"Wide",0.206389,0.276074,0.001124,0.152188,0.279651,-0.018581,0.331573,0.287115,0.281327,"miss",0.074938,0.007782,0.005324,"no"
158,"2",2,97,46,"PL",0.085,0.15,"Wide",0.029401,0.194071,-0.076411,-0.067591,-0.014181,-0.018911,-0.049052,0.296741,0.02135,"miss",-0.008051,0.981835,0.977589,"no"
158,"2",2,102,47,"PL",0.085,0.15,"Wide",-0.109007,0.407596,0.003105,-0.049313,0.233258,-0.139169,-0.299537,-0.290272,-0.094295,"miss",0.014712,0.65855,0.560315,"no"
158,"2",2,104,48,"PL",0.085,0.15,"Wide",0.161193,0.280124,0.037497,0.220924,0.237388,0.082355,0.372898,-0.107597,0.210347,"miss",0.049154,0.069781,0.054318,"no"
158,"2",2,105,49,"PL",0.085,0.15,"Wide",-0.065257,0.423212,0.002729,0.314688,-0.20279,-0.17577,-0.080959,-0.181456,-0.180787,"miss",-0.11553,0.084436,0.10248,"no"
158,"2",2,106,50,"PL",0.085,0.15,"Wide",0.043444,0.338591,0.049327,-0.018426,0.298245,-0.16044,0.104287,-0.006446,0.389019,"miss",0.345575,0.000002,0.000018,"yes"
158,"2",2,107,51,"PL",0.085,0.15,"Wide",0.073183,0.299706,0.021941,0.246014,-0.163649,0.033585,0.082986,0.166981,0.004689,"miss",-0.068495,0.984528,0.999957,"no"
158,"2",2,109,52,"PL",0.085,0.15,"Wide",-0.073755,0.349201,-0.093049,-0.045002,-0.21195,-0.235321,0.201759,-0.078264,0.012436,"miss",0.086192,0.919636,0.980178,"no"
158,"2",2,111,53,"PL",0.085,0.15,"Wide",-0.026497,0.260517,-0.016214,0.156407,0.046935,-0.056935,0.047957,-0.32685,0.112984,"miss",0.139481,0.273619,0.361501,"no"
158,"2",2,112,54,"PL",0.085,0.15,"Wide",-0.048231,0.427308,0.086716,0.149828,-0.074997,0.201456,-0.321869,-0.195572,-0.071309,"miss",-0.023079,0.724236,0.707672,"no"
